quarter_rank,language_name,year,quarter,pr_count,year_rank
109,COBOL,2017,4,119,133
110,SWIG,2017,4,116,103
111,UnrealScript,2017,4,114,138
112,AutoHotkey,2017,4,113,111
113,Mathematica,2017,4,101,110
1,JavaScript,2018,1,265358,1
2,Python,2018,1,210832,2
3,Java,2018,1,117154,3
4,Go,2018,1,94520,4
5,Ruby,2018,1,84753,7
6,TypeScript,2018,1,84658,5
7,C++,2018,1,80650,6
8,PHP,2018,1,77555,8
9,C#,2018,1,41924,9
10,HTML,2018,1,37299,10
11,C,2018,1,34548,11
12,Shell,2018,1,28330,12
13,Scala,2018,1,17933,13
14,Swift,2018,1,15788,14
15,CSS,2018,1,14715,15
16,DM,2018,1,10318,20
17,Kotlin,2018,1,9521,16
18,Rust,2018,1,9340,18
19,Jupyter Notebook,2018,1,8600,19
20,Nix,2018,1,8387,17
21,Objective-C,2018,1,6847,21
22,Groovy,2018,1,5486,22
23,Vue,2018,1,4889,26
24,Dart,2018,1,4322,23
25,Elixir,2018,1,3974,24
26,Clojure,2018,1,3970,25
27,Lua,2018,1,3832,27
28,Haskell,2018,1,3819,28
29,Perl,2018,1,3186,29
30,Makefile,2018,1,3147,30
31,PowerShell,2018,1,3038,31
32,R,2018,1,2878,36
33,Dockerfile,2018,1,2669,34
34,Erlang,2018,1,2535,32
35,CoffeeScript,2018,1,2528,33
36,Emacs Lisp,2018,1,2487,37
37,OCaml,2018,1,2263,35
38,HCL,2018,1,1834,40
39,Vim script,2018,1,1714,38
40,F#,2018,1,1608,43
41,Puppet,2018,1,1486,39
42,TSQL,2018,1,1079,41
43,SCSS,2018,1,1020,42
44,MATLAB,2018,1,965,47
45,Julia,2018,1,924,44
46,Crystal,2018,1,910,51
47,PLpgSQL,2018,1,881,48
48,CMake,2018,1,785,53
49,Fortran,2018,1,743,49
50,Gherkin,2018,1,713,59
51,Elm,2018,1,685,61
52,FreeMarker,2018,1,677,52
53,BitBake,2018,1,662,57
54,Jsonnet,2018,1,661,45
55,TeX,2018,1,613,55
56,Visual Basic .NET,2018,1,569,50
57,mIRC Script,2018,1,563,58
58,Starlark,2018,1,558,46
59,Vala,2018,1,540,56
60,YAML,2018,1,520,71
61,XSLT,2018,1,476,60
62,Roff,2018,1,416,67
63,Assembly,2018,1,400,73
64,QML,2018,1,391,77
65,Haxe,2018,1,359,69
66,Smarty,2018,1,358,65
67,Common Lisp,2018,1,352,70
68,D,2018,1,345,78
69,Smalltalk,2018,1,335,62
70,Visual Basic,2018,1,325,81
71,Jinja,2018,1,322,68
72,Mustache,2018,1,320,74
73,Apex,2018,1,311,54
74,PureScript,2018,1,291,66
75,Uno,2018,1,286,99
76,ABAP,2018,1,268,63
77,Standard ML,2018,1,257,102
78,GLSL,2018,1,243,82
79,Coq,2018,1,220,80
80,Scheme,2018,1,215,72
81,WebAssembly,2018,1,214,83
82,RobotFramework,2018,1,196,76
84,Rich Text Format,2018,1,188,98
84,Objective-C++,2018,1,188,95
86,Raku,2018,1,184,90
86,PLSQL,2018,1,184,79
87,Nim,2018,1,172,86
88,Stylus,2018,1,171,93
89,SaltStack,2018,1,170,85
90,Pascal,2018,1,168,87
92,JSON,2018,1,163,109
92,SourcePawn,2018,1,163,88
93,ColdFusion,2018,1,161,101
94,M4,2018,1,150,91
96,SQF,2018,1,143,104
96,SWIG,2018,1,143,96
97,Matlab,2018,1,140,103
98,Perl 6,2018,1,138,75
99,GDScript,2018,1,134,111
100,Common Workflow Language,2018,1,131,112
101,Batchfile,2018,1,124,84
102,Meson,2018,1,123,100
103,Markdown,2018,1,120,92
104,Eiffel,2018,1,112,113
1,JavaScript,2018,2,202755,1
2,Python,2018,2,176307,2
3,Java,2018,2,94255,3
4,Go,2018,2,79150,4
5,C++,2018,2,70421,6
6,TypeScript,2018,2,69872,5
7,Ruby,2018,2,66414,7
8,PHP,2018,2,57773,8
9,C#,2018,2,33633,9
10,HTML,2018,2,31250,10
11,C,2018,2,30412,11
12,Shell,2018,2,21643,12
13,Scala,2018,2,14229,13
14,Swift,2018,2,12970,14
15,CSS,2018,2,9598,15
16,Kotlin,2018,2,7852,16
17,Nix,2018,2,7364,17
18,Rust,2018,2,7331,18
19,Jupyter Notebook,2018,2,6681,19
20,Objective-C,2018,2,6021,21
21,DM,2018,2,5288,20
22,Groovy,2018,2,4886,22
23,Dart,2018,2,4385,23
24,Elixir,2018,2,3703,24
25,Clojure,2018,2,3576,25
26,Vue,2018,2,3545,26
27,Lua,2018,2,3318,27
28,Haskell,2018,2,3150,28
29,PowerShell,2018,2,2735,31
30,Perl,2018,2,2709,29
31,Erlang,2018,2,2474,32
32,Makefile,2018,2,2392,30
33,OCaml,2018,2,2062,35
34,Dockerfile,2018,2,2013,34
35,CoffeeScript,2018,2,1878,33
36,Emacs Lisp,2018,2,1759,37
37,R,2018,2,1735,36
38,Vim script,2018,2,1354,38
39,Mathematica,2018,2,1336,64
40,TSQL,2018,2,983,41
41,Puppet,2018,2,956,39
42,Jsonnet,2018,2,948,45
43,HCL,2018,2,911,40
44,MATLAB,2018,2,905,47
45,Visual Basic .NET,2018,2,860,50
46,Fortran,2018,2,850,49
47,PLpgSQL,2018,2,742,48
48,SCSS,2018,2,722,42
49,Starlark,2018,2,685,46
50,Julia,2018,2,664,44
51,Apex,2018,2,638,54
52,F#,2018,2,634,43
53,PureScript,2018,2,599,66
54,FreeMarker,2018,2,598,52
55,Crystal,2018,2,595,51
56,Vala,2018,2,551,56
57,CMake,2018,2,531,53
58,Scheme,2018,2,509,72
59,TeX,2018,2,497,55
60,XSLT,2018,2,488,60
61,BitBake,2018,2,453,57
62,Gherkin,2018,2,427,59
63,mIRC Script,2018,2,420,58
64,Elm,2018,2,381,61
66,Haxe,2018,2,337,69
66,Smalltalk,2018,2,337,62
67,Smarty,2018,2,295,65
68,Jinja,2018,2,277,68
69,YAML,2018,2,270,71
70,ABAP,2018,2,251,63
71,Common Lisp,2018,2,247,70
72,Objective-C++,2018,2,245,95
73,Racket,2018,2,229,94
74,Mustache,2018,2,224,74
75,Roff,2018,2,223,67
76,QML,2018,2,207,77
77,PLSQL,2018,2,206,79
78,Perl 6,2018,2,205,75
79,SaltStack,2018,2,194,85
80,SourcePawn,2018,2,189,88
81,Assembly,2018,2,183,73
82,Pascal,2018,2,182,87
83,GLSL,2018,2,181,82
84,Objective-J,2018,2,180,107
85,Raku,2018,2,164,90
86,RobotFramework,2018,2,162,76
87,PostScript,2018,2,154,110
88,Nim,2018,2,152,86
89,D,2018,2,149,78
90,WebAssembly,2018,2,146,83
91,Meson,2018,2,145,100
92,Twig,2018,2,140,97
93,Nunjucks,2018,2,137,89
94,Markdown,2018,2,132,92
95,Stylus,2018,2,128,93
96,Rich Text Format,2018,2,126,98
97,Batchfile,2018,2,125,84
99,Coq,2018,2,122,80
99,LLVM,2018,2,122,105
100,Matlab,2018,2,116,103
101,Visual Basic,2018,2,107,81
102,M4,2018,2,106,91
104,ColdFusion,2018,2,103,101
104,SQF,2018,2,103,104
1,JavaScript,2018,3,182227,1
2,Python,2018,3,178331,2
3,Java,2018,3,92773,3
4,Go,2018,3,81798,4
5,C++,2018,3,69797,6
6,TypeScript,2018,3,69227,5
7,Ruby,2018,3,61933,7
8,PHP,2018,3,54800,8
9,C#,2018,3,34080,9
10,HTML,2018,3,28591,10
11,C,2018,3,27791,11
12,Shell,2018,3,21703,12
13,Scala,2018,3,14125,13
14,Swift,2018,3,12873,14
15,CSS,2018,3,9907,15
16,Kotlin,2018,3,9035,16
17,Nix,2018,3,7418,17
18,Rust,2018,3,7066,18
19,Jupyter Notebook,2018,3,6507,19
20,Objective-C,2018,3,5780,21
21,DM,2018,3,4933,20
22,Groovy,2018,3,4825,22
23,Dart,2018,3,4581,23
24,Elixir,2018,3,3832,24
25,Clojure,2018,3,3489,25
26,Lua,2018,3,3228,27
27,Haskell,2018,3,2870,28
28,Perl,2018,3,2833,29
29,Vue,2018,3,2772,26
30,Makefile,2018,3,2547,30
31,Erlang,2018,3,2373,32
32,CoffeeScript,2018,3,2295,33
33,PowerShell,2018,3,2078,31
34,OCaml,2018,3,2065,35
35,Dockerfile,2018,3,1893,34
36,R,2018,3,1702,36
37,Emacs Lisp,2018,3,1518,37
38,Vim script,2018,3,1510,38
39,Puppet,2018,3,1260,39
40,Julia,2018,3,1067,44
41,SCSS,2018,3,930,42
42,Starlark,2018,3,924,46
43,TSQL,2018,3,873,41
44,PLpgSQL,2018,3,870,48
45,Jsonnet,2018,3,812,45
46,HCL,2018,3,775,40
47,F#,2018,3,720,43
48,MATLAB,2018,3,660,47
49,Visual Basic .NET,2018,3,624,50
50,Fortran,2018,3,621,49
51,Apex,2018,3,577,54
52,FreeMarker,2018,3,575,52
53,ABAP,2018,3,530,63
54,XSLT,2018,3,500,60
55,RobotFramework,2018,3,491,76
56,TeX,2018,3,459,55
57,Smalltalk,2018,3,450,62
58,Crystal,2018,3,444,51
59,BitBake,2018,3,415,57
60,mIRC Script,2018,3,414,58
61,Smarty,2018,3,409,65
62,CMake,2018,3,406,53
63,Gherkin,2018,3,396,59
64,Common Lisp,2018,3,382,70
65,Vala,2018,3,339,56
66,Elm,2018,3,337,61
67,Perl 6,2018,3,295,75
68,Haxe,2018,3,271,69
69,PureScript,2018,3,230,66
70,PLSQL,2018,3,214,79
72,Assembly,2018,3,213,73
72,Cuda,2018,3,213,106
73,Racket,2018,3,205,94
74,Roff,2018,3,199,67
75,Twig,2018,3,198,97
76,Mustache,2018,3,197,74
77,Nunjucks,2018,3,181,89
79,Markdown,2018,3,174,92
79,Batchfile,2018,3,174,84
80,M4,2018,3,169,91
81,D,2018,3,157,78
82,Nim,2018,3,155,86
83,SourcePawn,2018,3,148,88
84,SaltStack,2018,3,142,85
85,YAML,2018,3,138,71
86,Jinja,2018,3,134,68
87,Scheme,2018,3,133,72
88,Visual Basic,2018,3,130,81
89,Raku,2018,3,126,90
90,SWIG,2018,3,121,96
91,GLSL,2018,3,115,82
92,Pascal,2018,3,109,87
93,Stylus,2018,3,104,93
94,WebAssembly,2018,3,100,83
1,JavaScript,2018,4,176351,1
2,Python,2018,4,174702,2
3,Java,2018,4,91653,3
4,Go,2018,4,79705,4
5,TypeScript,2018,4,70816,5
6,C++,2018,4,65836,6
7,Ruby,2018,4,62976,7
8,PHP,2018,4,57467,8
9,C#,2018,4,34389,9
10,HTML,2018,4,30472,10
11,C,2018,4,29879,11
12,Shell,2018,4,19853,12
13,Scala,2018,4,13381,13
14,Swift,2018,4,11745,14
15,CSS,2018,4,10438,15
16,Kotlin,2018,4,8938,16
17,Nix,2018,4,8651,17
19,Jupyter Notebook,2018,4,6532,19
19,Rust,2018,4,6532,18
20,Elixir,2018,4,4771,24
21,Objective-C,2018,4,4670,21
22,Groovy,2018,4,4468,22
23,Dart,2018,4,3933,23
24,DM,2018,4,3878,20
25,Clojure,2018,4,3382,25
26,Perl,2018,4,3041,29
27,Lua,2018,4,2879,27
28,Makefile,2018,4,2464,30
29,Vue,2018,4,2243,26
30,Haskell,2018,4,2197,28
31,PowerShell,2018,4,2015,31
32,Emacs Lisp,2018,4,1932,37
33,OCaml,2018,4,1893,35
34,Erlang,2018,4,1882,32
35,Dockerfile,2018,4,1808,34
36,CoffeeScript,2018,4,1770,33
37,R,2018,4,1406,36
38,Vim script,2018,4,1366,38
39,Starlark,2018,4,1123,46
40,SCSS,2018,4,1101,42
41,Puppet,2018,4,1003,39
42,Jsonnet,2018,4,949,45
43,TSQL,2018,4,842,41
44,Julia,2018,4,818,44
45,Fortran,2018,4,732,49
46,MATLAB,2018,4,623,47
47,PLpgSQL,2018,4,599,48
48,CMake,2018,4,567,53
49,HCL,2018,4,562,40
51,F#,2018,4,542,43
51,Vala,2018,4,542,56
52,mIRC Script,2018,4,517,58
53,FreeMarker,2018,4,508,52
54,Apex,2018,4,479,54
55,Jinja,2018,4,469,68
56,Crystal,2018,4,436,51
57,Visual Basic .NET,2018,4,433,50
58,TeX,2018,4,422,55
59,Roff,2018,4,397,67
60,BitBake,2018,4,395,57
61,Coq,2018,4,388,80
62,XSLT,2018,4,380,60
63,Gherkin,2018,4,353,59
64,Smalltalk,2018,4,345,62
65,ABAP,2018,4,309,63
66,Nunjucks,2018,4,296,89
67,Smarty,2018,4,248,65
68,Perl 6,2018,4,238,75
69,Batchfile,2018,4,237,84
70,YAML,2018,4,228,71
71,Haxe,2018,4,227,69
72,QML,2018,4,221,77
73,Elm,2018,4,211,61
74,WebAssembly,2018,4,210,83
75,Common Lisp,2018,4,194,70
76,Assembly,2018,4,180,73
77,Mustache,2018,4,178,74
79,Pascal,2018,4,174,87
79,Scheme,2018,4,174,72
80,PureScript,2018,4,165,66
81,DIGITAL Command Language,2018,4,164,108
82,Nim,2018,4,156,86
83,D,2018,4,154,78
84,PLSQL,2018,4,142,79
85,Stylus,2018,4,138,93
86,M4,2018,4,135,91
87,GLSL,2018,4,133,82
88,SaltStack,2018,4,132,85
89,Visual Basic,2018,4,129,81
90,SourcePawn,2018,4,128,88
91,Markdown,2018,4,119,92
92,SWIG,2018,4,113,96
93,Raku,2018,4,102,90
94,LLVM,2018,4,100,105
1,Python,2019,1,192281,2
2,JavaScript,2019,1,186107,1
3,Java,2019,1,105219,3
4,Go,2019,1,91038,4
5,TypeScript,2019,1,80806,5
6,C++,2019,1,76323,6
7,Ruby,2019,1,66036,7
8,PHP,2019,1,58637,8
9,C#,2019,1,39355,9
10,C,2019,1,35383,10
11,HTML,2019,1,30450,11
12,Shell,2019,1,21814,12
13,Scala,2019,1,15125,13
14,Swift,2019,1,11540,14
15,Kotlin,2019,1,10202,15
16,CSS,2019,1,9828,16
17,Nix,2019,1,8675,17
18,Jupyter Notebook,2019,1,7482,19
19,Rust,2019,1,7227,18
20,Dart,2019,1,6020,20
21,Objective-C,2019,1,5112,21
22,Groovy,2019,1,4520,23
23,Elixir,2019,1,4177,22
24,DM,2019,1,3702,24
25,Clojure,2019,1,3073,28
26,Lua,2019,1,3051,30
27,Vue,2019,1,3037,26
28,Perl,2019,1,2831,27
29,Makefile,2019,1,2492,29
30,PowerShell,2019,1,2129,32
31,OCaml,2019,1,2055,31
32,Haskell,2019,1,1838,33
33,Starlark,2019,1,1818,25
34,Emacs Lisp,2019,1,1767,34
35,Dockerfile,2019,1,1752,35
36,R,2019,1,1647,39
37,Vim script,2019,1,1549,38
38,CoffeeScript,2019,1,1417,37
39,Erlang,2019,1,1395,40
40,Jsonnet,2019,1,1318,41
41,Puppet,2019,1,1242,42
42,SCSS,2019,1,1195,36
43,HCL,2019,1,940,43
44,TSQL,2019,1,912,44
45,Julia,2019,1,880,46
46,MATLAB,2019,1,833,47
47,Jinja,2019,1,738,45
48,F#,2019,1,679,49
49,Fortran,2019,1,672,50
50,TeX,2019,1,624,56
51,PLpgSQL,2019,1,550,54
52,Apex,2019,1,525,55
53,CMake,2019,1,520,57
54,Coq,2019,1,471,64
55,Gherkin,2019,1,465,58
56,ABAP,2019,1,455,63
57,Smarty,2019,1,448,48
58,Visual Basic .NET,2019,1,443,59
59,mIRC Script,2019,1,394,61
60,BitBake,2019,1,390,60
61,Vala,2019,1,364,65
62,Lean,2019,1,361,51
63,Roff,2019,1,348,66
64,Smalltalk,2019,1,305,62
65,Crystal,2019,1,298,68
66,XSLT,2019,1,283,71
67,Batchfile,2019,1,255,85
68,Mustache,2019,1,249,75
69,YAML,2019,1,237,52
70,FreeMarker,2019,1,233,69
71,PureScript,2019,1,218,86
72,GLSL,2019,1,186,81
73,Scheme,2019,1,178,84
74,WebAssembly,2019,1,177,70
75,PLSQL,2019,1,176,82
77,Common Lisp,2019,1,172,74
77,Haxe,2019,1,172,76
78,QML,2019,1,169,79
79,Perl 6,2019,1,167,90
80,Elm,2019,1,162,72
81,Nunjucks,2019,1,153,73
82,SWIG,2019,1,145,95
83,Stylus,2019,1,141,67
85,Visual Basic,2019,1,135,97
85,Pascal,2019,1,135,83
86,SaltStack,2019,1,132,78
87,SQF,2019,1,120,93
88,Nim,2019,1,119,89
89,LLVM,2019,1,117,98
90,Rich Text Format,2019,1,116,91
91,Raku,2019,1,115,80
92,Markdown,2019,1,112,100
93,M4,2019,1,105,101
94,Assembly,2019,1,104,77
1,Python,2019,2,194925,2
2,JavaScript,2019,2,192195,1
3,Java,2019,2,109730,3
4,Go,2019,2,92480,4
5,TypeScript,2019,2,83985,5
6,C++,2019,2,77842,6
7,Ruby,2019,2,65185,7
8,PHP,2019,2,58828,8
9,C#,2019,2,41665,9
10,C,2019,2,32583,10
11,HTML,2019,2,28919,11
12,Shell,2019,2,21721,12
13,Scala,2019,2,15849,13
14,Swift,2019,2,12428,14
15,Kotlin,2019,2,10666,15
16,CSS,2019,2,10087,16
17,Nix,2019,2,9312,17
18,Jupyter Notebook,2019,2,8850,19
19,Rust,2019,2,8094,18
20,Dart,2019,2,6923,20
21,Objective-C,2019,2,5573,21
22,Elixir,2019,2,5395,22
23,DM,2019,2,4652,24
24,Groovy,2019,2,4606,23
25,Vue,2019,2,3602,26
26,Starlark,2019,2,3589,25
27,OCaml,2019,2,2981,31
28,Makefile,2019,2,2905,29
29,Clojure,2019,2,2799,28
30,Perl,2019,2,2614,27
31,Lua,2019,2,2517,30
32,PowerShell,2019,2,2034,32
33,Haskell,2019,2,1937,33
34,SCSS,2019,2,1685,36
35,Emacs Lisp,2019,2,1592,34
36,Dockerfile,2019,2,1513,35
37,CoffeeScript,2019,2,1471,37
38,Erlang,2019,2,1399,40
39,Vim script,2019,2,1339,38
40,R,2019,2,1320,39
41,Jsonnet,2019,2,1277,41
42,Puppet,2019,2,1144,42
43,Jinja,2019,2,1091,45
44,TSQL,2019,2,931,44
45,HCL,2019,2,919,43
46,MATLAB,2019,2,750,47
47,Smarty,2019,2,687,48
48,F#,2019,2,607,49
49,Fortran,2019,2,595,50
50,Julia,2019,2,579,46
51,YAML,2019,2,578,52
52,Lean,2019,2,563,51
53,PLpgSQL,2019,2,524,54
54,TeX,2019,2,490,56
55,CMake,2019,2,457,57
56,Smalltalk,2019,2,454,62
57,Apex,2019,2,413,55
58,Visual Basic .NET,2019,2,410,59
59,Gherkin,2019,2,395,58
60,mIRC Script,2019,2,385,61
61,WebAssembly,2019,2,368,70
62,BitBake,2019,2,343,60
63,Crystal,2019,2,313,68
64,Coq,2019,2,300,64
65,Elm,2019,2,289,72
66,Vala,2019,2,270,65
67,FreeMarker,2019,2,269,69
68,XSLT,2019,2,249,71
69,Common Lisp,2019,2,243,74
70,Roff,2019,2,228,66
71,ABAP,2019,2,218,63
72,SourcePawn,2019,2,209,94
73,Raku,2019,2,194,80
75,PLSQL,2019,2,192,82
75,GLSL,2019,2,192,81
76,Stylus,2019,2,189,67
77,Scheme,2019,2,187,84
78,Assembly,2019,2,179,77
79,Mustache,2019,2,175,75
81,QML,2019,2,174,79
81,Nunjucks,2019,2,174,73
82,Haxe,2019,2,173,76
83,PureScript,2019,2,165,86
84,SaltStack,2019,2,163,78
85,Perl 6,2019,2,160,90
86,Visual Basic,2019,2,147,97
87,ColdFusion,2019,2,146,96
88,SQF,2019,2,138,93
89,SystemVerilog,2019,2,137,53
91,Rich Text Format,2019,2,136,91
91,D,2019,2,136,92
92,LLVM,2019,2,135,98
93,Pascal,2019,2,124,83
94,OpenEdge ABL,2019,2,123,103
95,Objective-C++,2019,2,121,87
96,Batchfile,2019,2,115,85
97,M4,2019,2,110,101
99,Nim,2019,2,105,89
99,UnrealScript,2019,2,105,105
100,F*,2019,2,103,106
1,JavaScript,2019,3,200008,1
2,Python,2019,3,183282,2
3,Java,2019,3,106327,3
4,Go,2019,3,94910,4
5,TypeScript,2019,3,83534,5
6,C++,2019,3,75354,6
7,Ruby,2019,3,62378,7
8,PHP,2019,3,55042,8
9,C#,2019,3,37212,9
10,C,2019,3,31865,10
11,HTML,2019,3,25928,11
12,Shell,2019,3,19999,12
13,Scala,2019,3,19017,13
14,Nix,2019,3,10506,17
15,Rust,2019,3,10127,18
16,Kotlin,2019,3,10100,15
17,Swift,2019,3,9717,14
18,CSS,2019,3,8554,16
19,Jupyter Notebook,2019,3,8441,19
20,Dart,2019,3,7893,20
21,Objective-C,2019,3,5558,21
22,Elixir,2019,3,4984,22
23,Starlark,2019,3,4781,25
24,Groovy,2019,3,4455,23
25,DM,2019,3,4277,24
26,Vue,2019,3,3441,26
27,Perl,2019,3,2820,27
28,Clojure,2019,3,2670,28
29,Makefile,2019,3,2659,29
30,Lua,2019,3,2591,30
31,OCaml,2019,3,1992,31
32,Haskell,2019,3,1905,33
33,CoffeeScript,2019,3,1715,37
34,SCSS,2019,3,1712,36
35,PowerShell,2019,3,1690,32
36,Emacs Lisp,2019,3,1605,34
37,Dockerfile,2019,3,1556,35
38,Vim script,2019,3,1331,38
39,R,2019,3,1289,39
40,Erlang,2019,3,1215,40
41,HCL,2019,3,903,43
42,Puppet,2019,3,888,42
43,Jsonnet,2019,3,830,41
44,Julia,2019,3,709,46
45,Smarty,2019,3,671,48
46,Lean,2019,3,633,51
47,SystemVerilog,2019,3,605,53
48,Jinja,2019,3,581,45
49,Fortran,2019,3,538,50
50,YAML,2019,3,516,52
51,Apex,2019,3,512,55
52,MATLAB,2019,3,499,47
53,TSQL,2019,3,487,44
54,Visual Basic .NET,2019,3,473,59
55,F#,2019,3,427,49
56,Smalltalk,2019,3,374,62
57,PLpgSQL,2019,3,367,54
58,Stylus,2019,3,366,67
59,TeX,2019,3,361,56
60,mIRC Script,2019,3,353,61
61,Nunjucks,2019,3,348,73
62,BitBake,2019,3,344,60
63,Gherkin,2019,3,340,58
64,Roff,2019,3,331,66
65,FreeMarker,2019,3,318,69
67,Vala,2019,3,298,65
67,Coq,2019,3,298,64
68,CMake,2019,3,281,57
69,Crystal,2019,3,278,68
70,WebAssembly,2019,3,273,70
71,XSLT,2019,3,265,71
72,Elm,2019,3,263,72
73,ABAP,2019,3,260,63
75,Scheme,2019,3,240,84
75,SaltStack,2019,3,240,78
76,ColdFusion,2019,3,193,96
78,Objective-C++,2019,3,186,87
78,Haxe,2019,3,186,76
79,Mustache,2019,3,178,75
81,Raku,2019,3,168,80
81,Common Lisp,2019,3,168,74
82,PureScript,2019,3,166,86
83,QML,2019,3,152,79
84,SourcePawn,2019,3,150,94
85,GLSL,2019,3,146,81
86,PLSQL,2019,3,139,82
87,Assembly,2019,3,135,77
88,Pascal,2019,3,132,83
89,Rich Text Format,2019,3,128,91
90,Perl 6,2019,3,124,90
91,D,2019,3,119,92
92,Batchfile,2019,3,118,85
93,Genshi,2019,3,117,99
94,Nim,2019,3,116,89
95,Blade,2019,3,107,104
96,SQF,2019,3,105,93
1,JavaScript,2019,4,209556,1
2,Python,2019,4,200425,2
3,Java,2019,4,114364,3
4,Go,2019,4,94630,4
5,TypeScript,2019,4,90379,5
6,Ruby,2019,4,77021,7
7,C++,2019,4,75606,6
8,PHP,2019,4,61066,8
9,C#,2019,4,41040,9
10,HTML,2019,4,32050,11
11,C,2019,4,31651,10
12,Shell,2019,4,20998,12
13,Scala,2019,4,19466,13
14,CSS,2019,4,11537,16
15,Nix,2019,4,11194,17
16,Kotlin,2019,4,10266,15
17,Swift,2019,4,10056,14
18,Rust,2019,4,10031,18
19,Jupyter Notebook,2019,4,8815,19
20,Dart,2019,4,8035,20
21,Starlark,2019,4,7042,25
22,Objective-C,2019,4,5343,21
23,DM,2019,4,4744,24
24,Groovy,2019,4,4329,23
25,Elixir,2019,4,4153,22
26,Vue,2019,4,3636,26
27,Perl,2019,4,3058,27
28,Makefile,2019,4,2727,29
29,Clojure,2019,4,2389,28
30,Lua,2019,4,2288,30
31,Emacs Lisp,2019,4,2153,34
32,OCaml,2019,4,2122,31
33,PowerShell,2019,4,1854,32
34,Haskell,2019,4,1811,33
35,Dockerfile,2019,4,1743,35
36,SCSS,2019,4,1634,36
37,Vim script,2019,4,1581,38
38,CoffeeScript,2019,4,1550,37
39,SystemVerilog,2019,4,1359,53
40,Erlang,2019,4,1348,40
41,HCL,2019,4,1281,43
42,R,2019,4,1230,39
43,Puppet,2019,4,907,42
44,Jsonnet,2019,4,817,41
45,YAML,2019,4,786,52
46,Smarty,2019,4,769,48
47,F#,2019,4,691,49
48,TSQL,2019,4,688,44
49,Julia,2019,4,670,46
50,Lean,2019,4,639,51
51,MATLAB,2019,4,613,47
52,PLpgSQL,2019,4,542,54
53,Fortran,2019,4,527,50
54,ABAP,2019,4,505,63
55,Stylus,2019,4,490,67
56,Jinja,2019,4,482,45
57,BitBake,2019,4,473,60
58,Gherkin,2019,4,472,58
59,JSON,2019,4,460,88
60,Apex,2019,4,428,55
61,CMake,2019,4,416,57
62,mIRC Script,2019,4,406,61
63,TeX,2019,4,391,56
64,FreeMarker,2019,4,342,69
65,Roff,2019,4,341,66
66,Vala,2019,4,329,65
68,Smalltalk,2019,4,310,62
68,WebAssembly,2019,4,310,70
69,Assembly,2019,4,304,77
70,Crystal,2019,4,287,68
71,Visual Basic .NET,2019,4,278,59
72,Elm,2019,4,275,72
73,Common Lisp,2019,4,257,74
74,Coq,2019,4,241,64
75,Haxe,2019,4,227,76
76,Pascal,2019,4,221,83
78,Verilog,2019,4,213,102
78,Nunjucks,2019,4,213,73
79,QML,2019,4,205,79
80,XSLT,2019,4,201,71
81,SWIG,2019,4,197,95
82,Raku,2019,4,194,80
83,Mustache,2019,4,175,75
84,Objective-C++,2019,4,171,87
85,SaltStack,2019,4,166,78
86,GLSL,2019,4,124,81
87,D,2019,4,122,92
88,PLSQL,2019,4,120,82
89,Nim,2019,4,117,89
90,Genshi,2019,4,116,99
91,Markdown,2019,4,110,100
92,Batchfile,2019,4,108,85
1,Python,2020,1,198666,2
2,JavaScript,2020,1,194914,1
3,Java,2020,1,130135,3
4,Go,2020,1,104381,4
5,TypeScript,2020,1,97107,5
6,C++,2020,1,81831,6
7,Ruby,2020,1,77022,7
8,PHP,2020,1,59297,8
9,C#,2020,1,42113,9
10,C,2020,1,33533,10
11,HTML,2020,1,29170,11
12,Shell,2020,1,21398,12
13,Scala,2020,1,20963,13
14,Nix,2020,1,12677,14
15,CSS,2020,1,11298,17
16,Kotlin,2020,1,11267,15
17,Rust,2020,1,11008,16
18,Swift,2020,1,10109,18
19,Jupyter Notebook,2020,1,9633,19
20,Dart,2020,1,7238,20
21,Starlark,2020,1,6709,21
22,DM,2020,1,5458,24
23,Groovy,2020,1,5000,22
24,Objective-C,2020,1,4982,23
25,Elixir,2020,1,4302,25
26,Perl,2020,1,2963,28
27,Vue,2020,1,2579,26
28,Makefile,2020,1,2570,27
29,Lua,2020,1,2424,29
30,Clojure,2020,1,2258,30
31,Emacs Lisp,2020,1,2117,32
32,Haskell,2020,1,1989,34
33,OCaml,2020,1,1934,33
34,PowerShell,2020,1,1909,36
35,SCSS,2020,1,1893,31
36,Vim script,2020,1,1855,37
37,Dockerfile,2020,1,1792,39
38,CoffeeScript,2020,1,1707,40
39,SystemVerilog,2020,1,1586,35
40,HCL,2020,1,1320,41
41,Erlang,2020,1,1293,42
42,Julia,2020,1,1200,44
43,R,2020,1,1066,43
44,Puppet,2020,1,1025,48
45,YAML,2020,1,940,49
46,Lean,2020,1,827,38
47,Jinja,2020,1,775,45
48,Jsonnet,2020,1,764,50
49,Smarty,2020,1,742,46
50,Fortran,2020,1,642,51
51,MATLAB,2020,1,568,52
52,F#,2020,1,521,54
53,TSQL,2020,1,510,61
54,BitBake,2020,1,502,55
55,PLpgSQL,2020,1,495,53
56,CMake,2020,1,422,62
57,Visual Basic .NET,2020,1,414,56
58,Elm,2020,1,401,60
59,TeX,2020,1,389,58
60,Gherkin,2020,1,347,71
61,mIRC Script,2020,1,321,73
62,Vala,2020,1,320,66
63,Stylus,2020,1,306,68
