language_name,year,count,lag_count,yoy_change
CSS,2020,212379,284408.0,-0.2532594019858795
CSS,2021,144184,212379.0,-0.32110048545289316
CUE,2014,14,12.0,0.16666666666666674
CUE,2015,21,14.0,0.5
CUE,2016,23,21.0,0.09523809523809534
CUE,2017,21,23.0,-0.08695652173913049
CUE,2018,30,21.0,0.4285714285714286
CUE,2019,40,30.0,0.33333333333333326
CUE,2020,42,40.0,0.050000000000000044
CUE,2021,36,42.0,-0.1428571428571429
CWeb,2012,116,99.0,0.1717171717171717
CWeb,2013,130,116.0,0.1206896551724137
CWeb,2014,166,130.0,0.2769230769230768
CWeb,2015,183,166.0,0.10240963855421681
CWeb,2016,190,183.0,0.03825136612021862
CWeb,2017,193,190.0,0.015789473684210575
CWeb,2018,128,193.0,-0.33678756476683935
CWeb,2019,104,128.0,-0.1875
CWeb,2020,46,104.0,-0.5576923076923077
CWeb,2021,35,46.0,-0.23913043478260865
